time,aX,aY,aZ
834,-984.86,34.18,263.67
834.1,-999.51,17.09,198.73
834.2,-992.19,43.46,176.76
834.3,-970.21,21.97,237.79
834.5,-928.71,39.55,512.21
834.6,-998.05,40.53,472.66
834.7,-957.52,32.23,373.05
834.8,-943.85,43.46,336.43
834.9,-973.63,65.43,352.05
835,-985.35,103.03,333.98
835.1,-945.8,73.24,305.18
835.2,-976.56,116.7,421.88
835.3,-980.96,118.65,546.39
835.4,-971.68,99.12,328.61
835.5,-1013.18,28.32,242.19
835.6,-1000,60.06,256.84
835.7,-950.68,201.66,722.17
835.8,-986.33,20.51,247.07
835.9,-964.36,85.94,478.03
836,-1012.7,166.99,204.1
836.1,-987.3,120.61,284.67
836.2,-1019.04,96.68,172.85
836.3,-960.45,102.05,138.18
836.4,-1003.91,102.54,403.32
836.5,-994.63,156.74,258.3
836.6,-990.72,73.73,106.45
836.7,-994.14,110.35,335.94
836.8,-979.49,135.25,191.89
836.9,-980.47,99.61,146.48
837,-971.68,112.3,187.01
837.1,-1002.93,51.76,188.96
837.2,-951.66,71.29,223.14
837.3,-1018.07,48.34,211.43
837.4,-1012.7,98.14,187.01
837.5,-987.79,78.61,156.74
837.6,-984.38,48.83,154.79
837.7,-975.1,46.39,142.09
837.8,-949.22,62.99,100.1
837.9,-972.66,34.67,115.72
838,-982.42,40.04,176.27
838.1,-1007.32,12.7,183.11
838.2,-1001.95,21.48,166.02
838.3,-987.79,41.99,208.01
838.4,-979,33.2,171.88
838.5,-952.64,29.3,148.93
838.6,-966.31,58.59,151.86
838.7,-985.84,25.88,181.15
838.8,-988.28,15.63,213.87
838.9,-1000.49,56.15,191.41
839,-986.82,92.29,208.01
839.1,-956.54,83.01,190.43
839.2,-971.68,91.31,191.89
839.3,-968.26,57.13,205.08
839.4,-995.12,83.01,170.41
839.5,-972.17,74.22,165.53
839.6,-1007.81,-24.9,152.83
839.7,-1001.95,47.85,145.51
839.8,-956.05,-10.74,142.58
839.9,-985.35,-11.72,181.15
840,-981.93,-13.67,133.79
840.1,-1023.93,-67.87,169.43
840.2,-1221.19,-118.65,-331.05
840.3,-1027.83,-32.71,131.84
840.4,-1057.13,11.23,217.77
840.6,-1005.86,-58.59,127.44
840.7,-990.72,84.47,65.43
840.8,-998.54,80.08,35.16
840.9,-979,-0.98,102.05
841,-1031.25,-100.1,159.18
841.1,-1015.63,-98.63,137.21
841.2,-1000,-85.45,151.86
841.3,-964.84,57.13,140.14
841.4,-974.61,14.16,119.63
841.5,-1011.23,-58.59,42.48
841.6,-967.29,225.1,1325.2
841.7,-1000,5.37,193.36
841.8,-983.4,-0.98,176.76
841.9,-1048.34,20.51,42.97
842,-992.19,-3.42,110.35
842.1,-1022.46,13.67,29.3
842.2,-1009.77,58.59,-66.41
842.3,-993.65,-14.16,60.06
842.4,-995.12,-11.23,63.96
842.5,-986.33,0.49,104
842.6,-998.54,-35.64,60.55
842.7,-998.05,-22.95,57.13
842.8,-1021,-21.48,62.5
842.9,-999.02,-26.37,65.43
843,-1010.74,0.98,48.34
843.1,-996.09,-4.88,78.61
843.2,-998.05,-4.88,88.87
843.3,-1006.35,-11.72,57.13
843.4,-1002.93,-27.34,61.04
843.5,-984.38,18.07,63.96
843.6,-991.7,-1.95,52.73
843.7,-998.05,-16.11,91.31
843.8,-994.63,-9.77,73.73
843.9,-1024.9,-1.95,83.01
844,-1087.89,64.45,147.95
844.1,-1120.12,70.31,219.24
844.2,-1472.17,517.58,301.76
844.3,-1197.75,150.39,35.16
844.4,-945.8,60.06,-289.55
844.5,-823.24,105.47,-8.79
844.6,-801.76,28.81,30.76
844.7,-994.63,51.76,-83.01
844.8,-1069.82,18.55,-96.19
844.9,-1011.23,41.02,87.4
845,-930.66,21.48,-117.68
845.1,-797.36,33.2,-63.48
845.2,-831.05,10.25,-95.7
845.3,-980.96,-12.7,33.2
845.4,-1122.07,-39.55,51.27
845.5,-1108.4,-74.71,62.01
845.6,-1014.16,-8.79,6.84
845.7,-910.64,22.95,-75.68
845.8,-914.06,-8.79,-51.27
845.9,-998.05,-59.08,55.18
846,-1102.05,-22.95,42.97
846.1,-1058.11,13.67,41.99
846.2,-981.45,-25.39,-9.28
846.3,-921.39,-51.27,-74.71
846.4,-970.21,-34.18,-60.06
846.5,-1060.55,-27.83,-0.98
846.6,-1069.34,-5.86,30.27
846.7,-1000.49,22.95,-53.71
846.8,-968.75,73.24,-20.02
846.9,-954.1,64.94,-0.98
847,-932.13,581.05,228.52
847.1,-1031.74,21.48,31.25
847.2,-1020.51,11.72,-10.25
847.3,-973.14,-18.07,-62.01
847.4,-970.7,46.39,18.55
847.5,-992.68,26.37,46.88
847.6,-1035.16,21,23.44
847.7,-1017.09,4.88,77.15
847.8,-980.96,-20.51,-24.41
847.9,-973.63,59.08,2.44
848,-1002.44,-48.34,-13.18
848.1,-984.38,-9.77,39.55
848.2,-1016.11,48.34,79.59
848.3,-1033.2,-38.09,-6.35
848.5,-970.7,59.08,-3.91
848.6,-1017.58,-75.68,8.79
848.7,-1041.5,27.83,-9.28
848.8,-970.21,-16.11,-6.35
848.9,-987.3,40.04,-22.95
849,-1012.21,-39.55,-22.95
849.1,-1020.02,-31.25,-16.11
849.2,-1014.65,-39.06,60.06
849.3,-1013.67,-22.95,-54.69
849.4,-1022.95,47.85,-40.53
849.5,-1024.41,-88.87,-81.05
849.6,-904.3,-31.74,-96.19
849.7,-1007.32,54.2,-21
849.8,-915.53,-56.15,523.44
849.9,-930.18,-95.21,-180.66
850,-858.89,313.48,-46.88
850.1,-962.89,3.42,7.32
850.2,-903.81,230.96,78.61
850.3,-1062.5,86.91,-96.19
850.5,-1056.15,-42.97,36.62
850.6,-952.64,164.06,-48.83
850.7,-962.89,323.73,-340.82
850.8,-998.54,94.73,34.67
850.9,-1064.94,-229.98,-256.35
851,-949.22,199.71,431.15
851.1,-1009.77,-237.3,-13.67
851.2,-990.23,-278.32,-69.34
851.3,-1042.48,90.33,-32.71
851.5,-1017.58,-161.13,-477.05
851.6,-1040.04,69.82,-14.65
851.7,-1004.88,217.29,68.36
851.8,-930.18,-182.62,-39.06
851.9,-1009.77,72.27,38.57
852,-1046.88,38.57,8.3
852.1,-950.68,36.13,-1.95
852.2,-965.33,23.44,-118.65
852.4,-996.58,-88.87,-41.5
852.5,-987.3,-2.44,-0.49
852.6,-994.14,63.48,-27.34
852.7,-984.86,-247.56,840.33
852.8,-1091.31,183.59,10.25
852.9,-890.14,-83.01,-155.27
853,-989.26,-187.5,-350.1
853.1,-1080.08,62.5,-169.92
853.3,-1192.87,-626.95,-459.47
853.4,-1054.69,-66.89,-63.96
853.5,-909.67,-214.36,-10.25
853.6,-1064.94,-41.5,-132.81
853.7,-1018.07,-14.65,-21.48
853.8,-935.55,-47.85,-73.24
853.9,-1093.26,144.04,15.63
854,-1045.41,39.55,-57.62
854.1,-993.16,-104.49,-13.18
854.2,-1055.66,56.15,46.39
854.3,-971.68,70.31,-70.31
854.4,-925.78,-302.73,-450.68
854.5,-958.5,55.18,-117.19
854.6,-1000.98,-164.06,-64.94
854.7,-1066.89,65.92,110.84
854.8,-1037.6,-12.21,61.04
854.9,-1037.6,88.87,-275.39
855,-1051.76,36.13,62.5
855.1,-938.96,11.23,-34.67
855.2,-954.59,4.88,-118.16
855.3,-933.11,1.46,-41.99
855.4,-1032.71,-19.53,67.38
855.5,-1088.87,94.73,35.16
855.6,-1030.27,12.21,-13.67
855.7,-1006.84,27.83,2.93
855.8,-948.24,-20.02,-33.69
855.9,-959.47,70.31,-26.86
856,-977.05,-2.44,-13.18
856.1,-1037.6,13.67,-2.93
856.2,-1005.37,50.29,19.53
856.3,-1003.42,-11.23,13.67
856.4,-1017.58,32.23,29.3
856.5,-995.61,82.52,-36.62
856.6,-994.63,46.39,45.9
856.7,-1014.65,24.41,26.37
856.8,-1035.16,25.39,-23.93
856.9,-998.54,-8.3,-3.91
857,-992.19,-27.83,19.04
857.1,-1007.32,28.32,-17.58
857.2,-1001.46,7.32,5.86
857.3,-1009.77,12.7,-5.86
857.4,-989.26,-4.39,-0.49
857.6,-1013.18,-13.67,-27.34
857.7,-996.58,3.91,-37.11
857.8,-1005.86,22.95,24.9
857.9,-994.14,15.63,12.7
858,-1005.37,22.46,1.46
858.1,-1006.84,-5.86,-19.53
858.2,-1012.21,32.71,-15.63
858.3,-1021,20.51,4.88
858.4,-995.61,9.77,-14.65
858.5,-1005.86,10.74,6.84
858.6,-994.14,-1.46,15.14
858.7,-1005.37,9.77,16.6
858.8,-979.98,11.23,-4.88
858.9,-1007.81,19.04,2.44
859,-1000.98,8.79,-36.62
859.1,-996.09,22.95,0.49
859.2,-983.89,16.11,-11.72
859.3,-986.33,8.3,-27.34
859.4,-1002.44,11.72,-27.34
859.5,-1004.88,11.72,-16.11
859.6,-1022.46,15.63,-6.84
859.7,-1018.07,8.79,33.2
859.8,-1012.21,12.21,-30.76
859.9,-1011.23,6.35,-19.04
860,-1004.39,21.48,7.32
860.1,-1002.93,2.93,28.32
860.2,-1019.53,3.91,-19.04
860.3,-1005.86,-0.98,-27.83
860.4,-998.54,5.86,-14.65
860.5,-998.54,12.7,-7.32
860.7,-987.79,12.7,-18.55
860.8,-1013.18,-19.53,31.74
860.9,-997.56,17.58,0.49
861,-1004.88,12.7,25.88
861.1,-1014.65,6.84,-12.21
861.2,-1006.35,-1.95,-18.07
861.3,-1009.28,20.02,23.93
861.4,-996.09,-5.86,8.3
861.5,-1011.72,4.39,2.93
861.6,-990.72,-3.42,-12.21
861.7,-999.51,15.14,6.84
861.8,-989.26,5.37,-1.95
861.9,-998.05,23.93,16.11
862,-1000.49,20.02,-10.25
862.1,-1004.39,7.32,-6.84
862.2,-1004.88,-22.46,-15.14
862.3,-1009.28,-5.86,-54.69
862.4,-1004.88,-3.91,-6.35
862.5,-1004.88,15.63,-11.23
862.6,-1004.88,9.28,-5.86
862.7,-1019.53,-0.98,-26.37
862.8,-1000.49,6.35,0
862.9,-1014.65,2.93,-9.28
863,-1015.14,-0.98,-31.25
863.1,-998.05,-10.25,-29.79
863.2,-1011.23,1.95,-11.72
863.3,-1005.86,-8.79,-18.55
863.4,-984.86,14.65,-9.77
863.5,-1005.37,12.21,-22.95
863.6,-1005.86,-12.21,-8.79
863.7,-997.07,-0.49,-30.76
863.8,-1012.7,-0.49,-24.9
863.9,-1000,3.91,-2.93
864,-1023.44,16.11,0.98
864.1,-996.09,6.84,-2.44
864.2,-1005.86,21.97,2.44
864.3,-1012.7,16.6,37.6
864.4,-1005.86,12.7,-6.35
864.5,-1006.84,22.95,4.39
864.6,-986.82,8.79,-1.95
864.7,-989.75,8.79,-4.39
864.8,-1025.39,23.93,-14.16
864.9,-1016.11,25.88,28.81
865,-1008.3,23.93,-23.44
865.1,-1017.09,3.91,-7.81
865.2,-1000.49,5.86,7.81
865.3,-992.68,15.63,-20.02
865.5,-1026.86,4.39,21.97
865.6,-1027.34,-15.63,-74.22
865.7,-1011.72,-1.95,-5.86
865.8,-949.71,-5.86,-13.18
865.9,-987.79,11.72,-13.18
866,-1041.5,7.81,-21
866.1,-1004.39,3.42,-1.95
866.2,-1003.42,11.72,-20.51
866.3,-990.72,-10.25,-119.63
866.4,-987.79,-39.55,-0.49
866.5,-1036.13,-97.17,13.67
866.6,-1013.67,-57.62,-21.48
866.7,-998.05,-49.32,17.09
866.8,-971.19,-60.06,-10.25
866.9,-990.23,-12.7,-21
867,-1021.48,-8.79,24.41
867.1,-1001.46,8.3,3.42
867.2,-1005.86,11.23,-44.43
867.3,-1005.37,-10.74,36.13
867.4,-1021.97,14.65,-18.55
867.5,-992.19,-20.02,32.71
867.6,-1016.6,-77.64,-28.32
867.7,-997.07,-57.62,-39.55
867.8,-1010.74,-55.66,8.3
867.9,-954.1,-191.89,11.72
868,-1067.38,-121.09,-128.91
868.1,-1059.57,24.41,98.14
868.2,-1041.99,46.88,48.83
868.3,-1026.86,14.16,73.73
868.4,-1002.44,55.18,-13.18
868.5,-953.61,45.41,142.58
868.6,-985.35,104.98,33.69
868.7,-943.85,6.84,-24.41
868.8,-1058.59,-14.16,-171.88
868.9,-1062.99,39.06,15.14
869,-1002.44,6.35,15.63
869.1,-1034.18,3.91,-135.25
869.2,-1012.7,24.41,-225.1
869.3,-991.7,-290.53,-676.27
869.4,-1003.91,-72.75,-298.34
869.5,-946.78,23.93,-203.61
869.6,-1016.11,62.5,-14.16
869.7,-1127.44,-249.51,-394.04
869.8,-989.26,-76.17,-98.14
869.9,-1100.1,73.24,-187.01
870,-1025.39,182.62,-162.6
870.1,-950.68,103.52,-116.21
870.2,-943.85,26.86,-118.16
870.3,-905.27,102.05,-207.03
870.4,-972.17,35.64,-6.35
870.5,-1102.54,131.84,-25.88
870.6,-1252.93,-1726.56,-2508.79
870.7,-839.84,101.07,296.88
870.8,-830.57,81.54,-215.82
870.9,-848.63,71.29,-340.82
871,-999.02,-47.85,-229
871.1,-1132.32,31.25,-219.24
871.2,-1129.39,-78.61,-147.95
871.3,-883.3,-109.38,-318.36
871.4,-813.96,-119.14,-184.57
871.5,-906.25,185.06,-109.38
871.6,-1030.27,-11.23,-209.47
871.7,-1042.48,-47.36,-115.23
871.8,-988.77,88.38,-46.39
871.9,-951.66,79.1,-152.34
872,-1005.86,98.63,-162.6
872.1,-1050.29,-83.01,-224.61
872.2,-999.51,56.15,-211.91
872.3,-962.89,3.42,-138.18
872.4,-962.89,-24.9,-212.89
872.5,-1044.92,-53.71,-232.91
872.6,-1028.81,15.63,-238.28
872.7,-1019.04,-6.35,-181.64
872.8,-966.31,-71.29,-223.14
872.9,-908.2,-128.91,-228.03
873,-1029.3,-96.68,-235.84
873.1,-1076.17,-173.34,-190.43
873.2,-1088.87,-88.87,-244.63
873.3,-921.39,26.86,-232.42
873.4,-924.8,57.13,-177.73
873.5,-957.03,-188.96,-299.32
873.6,-1023.93,22.46,-249.51
873.7,-981.93,35.16,-222.66
873.8,-999.51,35.16,-354
873.9,-1109.38,68.85,-178.71
874,-898.93,59.08,-145.51
874.1,-1024.9,389.16,10.74
874.2,-1090.33,176.76,22.46
874.3,-1040.04,2.93,-162.11
874.4,-967.77,-51.27,-258.3
874.5,-972.17,28.32,-333.98
874.6,-1034.18,-90.82,-205.57
874.7,-1069.82,-120.61,-305.66
874.8,-1031.74,-123.05,-202.15
874.9,-1025.39,-79.59,-389.16
875,-1010.74,7.81,-224.61
875.1,-1037.11,-165.04,-577.15
875.2,-1096.19,-163.57,-576.66
875.3,-1009.28,-93.75,-375
875.4,-887.21,-2.44,-263.18
875.5,-824.71,36.13,-309.57
875.6,-757.32,-13.67,-496.09
875.8,-744.63,48.34,-532.23
875.9,-532.71,-24.9,-271.48
876,-624.02,22.46,-587.4
876.1,-572.75,5.86,-536.62
876.2,-646.97,-57.13,-266.6
876.3,-767.58,-4.88,-656.74
876.4,-881.84,99.61,-567.87
876.5,-955.57,20.02,-318.36
876.6,-1113.28,45.9,-555.18
876.7,-1168.95,-28.32,-686.04
876.8,-1096.19,-108.4,-703.61
876.9,-1066.89,10.74,-925.78
877.1,-769.04,-4.88,-305.18
877.2,-749.02,-34.18,-448.24
877.3,-815.92,-4.88,-529.79
877.4,-779.3,-87.4,-665.53
877.5,-737.3,-47.85,-552.25
877.6,-854,-59.08,-761.23
877.7,-831.54,-32.71,-459.47
877.8,-889.65,-24.41,-457.52
877.9,-608.4,-1.95,685.06
878,-888.67,190.43,-444.34
878.1,-1556.64,-94.24,-1674.8
878.2,-918.95,27.83,-373.05
878.3,-626.46,26.37,-402.34
878.5,-896.48,-149.9,-624.02
878.6,-932.62,-15.63,-516.11
878.7,-885.74,-81.54,-680.18
878.8,-713.38,-0.49,-546.88
878.9,-822.75,32.23,-631.84
879,-878.91,6.35,-570.8
879.1,-783.2,-26.37,-575.2
879.2,-827.64,-17.58,-595.7
879.3,-830.08,-18.07,-582.03
879.4,-811.52,-29.3,-568.36
879.5,-806.15,-42.48,-572.75
879.6,-819.82,-40.53,-583.98
879.7,-832.52,-36.62,-596.19
879.9,-812.5,-13.18,-553.22
880,-826.17,-24.41,-592.29
880.1,-813.96,-23.44,-604
880.2,-809.57,-22.95,-541.99
880.3,-797.85,-32.23,-586.91
880.4,-812.01,-21.48,-561.52
880.5,-804.69,-19.04,-551.76
880.6,-808.59,-24.9,-578.61
880.7,-829.59,-32.23,-606.93
880.8,-812.01,-22.46,-586.91
880.9,-808.59,-31.74,-560.06
881,-820.31,-26.86,-558.59
881.1,-827.15,-31.25,-556.64
881.2,-824.22,-39.55,-558.59
881.3,-812.01,-41.02,-592.77
881.4,-803.71,-20.02,-597.17
881.5,-812.99,-8.79,-579.59
881.6,-806.15,-17.58,-588.87
881.7,-808.11,-25.88,-598.63
881.8,-827.15,-23.44,-579.1
881.9,-817.87,-27.34,-551.76
882,-825.68,-20.51,-592.29
882.1,-810.55,-34.18,-588.87
882.2,-819.82,-44.92,-605.47
882.3,-810.06,-7.81,-555.18
882.4,-820.8,-3.91,-592.29
882.5,-806.15,-14.16,-579.1
882.6,-829.59,-15.14,-600.59
882.7,-819.82,-4.88,-583.5
882.8,-813.48,-22.95,-591.31
882.9,-826.66,2.93,-583.98
883,-814.45,-27.34,-576.17
883.1,-816.41,-22.46,-574.71
883.2,-805.18,-32.23,-563.48
883.3,-822.27,-6.35,-609.86
883.4,-810.55,-15.14,-588.38
883.5,-815.43,-8.3,-606.93
883.6,-817.38,-2.44,-645.02
883.7,-818.85,-11.72,-593.26
883.8,-835.94,-28.81,-586.91
883.9,-817.38,-30.27,-584.47
884,-825.2,-32.71,-602.05
884.1,-829.1,-26.86,-612.79
884.2,-811.04,-14.65,-577.15
884.3,-822.27,-36.13,-580.08
884.4,-810.06,-31.25,-588.87
884.5,-821.29,-26.86,-549.8
884.6,-818.85,-14.65,-579.1
884.7,-818.85,-33.2,-619.14
884.8,-841.31,-26.37,-630.86
884.9,-818.85,-29.3,-621.09
885,-814.94,-20.02,-628.42
885.1,-814.94,-26.86,-626.95
885.2,-823.24,-27.34,-638.67
885.3,-822.75,-22.95,-599.61
885.4,-854,7.32,-585.94
885.5,-828.13,-44.92,-539.55
885.6,-852.54,-40.53,-515.14
885.7,-894.04,66.41,-444.34
885.8,-857.42,-62.5,-588.38
885.9,-779.79,-40.04,-651.86
886,-791.5,7.81,-549.8
886.1,-949.71,-181.15,-381.84
886.2,-804.2,13.67,-502.93
886.3,-754.88,93.26,-682.13
886.4,-841.8,89.84,-408.2
886.5,-911.13,42.97,-382.32
886.6,-781.74,-79.59,-625.98
886.7,-800.78,58.11,-670.9
886.8,-814.45,135.25,-579.1
886.9,-919.92,-129.39,-779.3
887,-961.91,-125.49,-565.43
887.1,-858.89,-115.23,-178.71
887.2,-775.39,-125,-317.87
887.3,-1111.82,433.59,-953.61
887.4,-953.13,8.3,-836.91
887.5,-888.67,108.89,-278.81
887.6,-792.97,8.79,-384.77
887.7,-878.42,-124.02,-1012.21
887.8,-904.3,-19.04,-731.45
887.9,-805.66,-70.31,-663.09
888,-918.46,-4.88,-649.9
888.1,-885.74,22.46,-555.18
888.2,-945.31,169.92,-279.3
888.3,-902.83,140.14,-276.37
888.4,-852.54,157.23,-361.82
888.5,-857.42,-35.16,-460.45
888.6,-852.54,25.39,-645.51
888.7,-1029.3,-78.13,-971.68
888.8,-926.76,-62.99,-568.36
888.9,-939.94,-170.41,-203.61
889,-945.31,-66.89,-498.54
889.1,-938.48,-118.16,-509.28
889.2,-1067.87,-54.2,-253.42
889.3,-1109.86,-34.67,-469.24
889.4,-861.82,-203.61,-698.24
889.5,-1088.38,-138.67,-420.9
889.6,-788.09,-120.61,-431.15
889.7,-719.73,-3.42,-490.23
889.9,-835.45,-73.73,-649.41
890,-855.47,-93.26,-341.31
890.1,-913.09,-39.55,-739.26
890.2,-833.98,-116.7,-691.89
890.3,-764.16,-84.96,-822.75
890.4,-827.15,2.93,-600.1
890.5,-764.16,131.84,-496.58
890.6,-625.49,-187.5,-1111.82
890.7,-641.6,125,-333.5
890.8,-710.45,242.19,-689.45
890.9,-730.96,-265.14,-948.24
891,-929.2,-175.29,-345.7
891.1,-738.28,-1.95,-624.51
891.2,-680.66,99.61,-447.75
891.4,-613.77,-200.2,-748.05
891.5,-729.98,-137.7,-734.38
891.6,-789.55,18.07,-640.63
891.7,-650.88,-78.13,-572.27
891.8,-780.27,-140.14,-568.85
891.9,-840.33,-74.22,-394.53
892,-915.04,-160.64,-802.25
892.1,-942.87,-55.18,-812.5
892.2,-973.14,-123.54,-926.76
892.3,-837.4,-115.23,-572.75
892.4,-884.28,-215.82,-615.72
892.5,-917.48,-191.41,-847.17
892.6,-929.2,-158.2,-766.6
892.7,-986.82,-4.39,-379.39
892.8,-907.23,33.69,-437.99
892.9,-976.07,90.33,-334.96
893,-998.54,43.46,-510.74
893.1,-993.16,34.18,-514.16
893.2,-983.4,7.32,-393.07
893.3,-926.76,-75.2,-697.75
893.4,-1021.48,-33.69,-399.41
893.6,-874.51,3.91,-484.86
893.7,-970.21,-32.71,-558.11
893.8,-1046.88,56.64,-381.84
893.9,-974.61,-67.87,-461.43
894,-899.9,-108.89,-674.32
894.2,-859.86,-73.73,-442.87
894.3,-868.65,-24.41,-407.71
894.4,-800.78,-57.62,-544.43
894.5,-700.2,-28.81,-575.68
894.6,-548.34,-106.45,-625.49
894.7,-426.27,-50.78,-432.62
894.9,-379.88,-10.25,-171.39
895,-630.37,52.25,6.84
895.1,-909.18,-101.07,-455.57
895.2,-1171.39,-64.45,-521
895.3,-1258.79,-45.41,-709.96
895.4,-1309.57,-42.97,-707.03
895.5,-1154.79,-9.77,-665.53
895.6,-929.2,-21.48,-703.13
895.7,-828.13,-27.83,-560.06
895.8,-755.37,-7.32,-617.19
895.9,-874.51,-104,-581.54
896,-1058.11,27.83,-532.23
896.1,-1087.89,65.92,-514.65
896.3,-785.16,-7.81,-320.8
896.4,-647.95,-67.38,-247.56
896.5,-696.78,8.3,-339.36
896.6,-944.82,-78.61,-470.21
896.7,-1002.93,-129.88,-470.21
896.8,-939.94,-113.28,-484.38
896.9,-898.93,-237.3,-889.65
897,-845.21,-113.28,-645.02
897.1,-902.34,-123.54,-768.55
897.2,-804.2,-270.02,-373.05
897.3,-1004.88,-141.11,-665.04
897.4,-928.22,87.89,-142.09
897.5,-951.17,107.42,-595.7
897.6,-770.51,230.96,463.87
897.7,-824.71,-36.62,-252.44
897.8,-908.2,3.91,-310.55
897.9,-876.95,-116.7,-839.36
898,-966.8,-25.39,-848.63
898.1,-781.74,42.97,-98.14
898.2,-856.93,214.84,-430.66
898.3,-1062.01,204.1,-441.41
898.4,-1022.46,-184.57,-611.82
898.5,-1068.36,36.13,-435.06
898.6,-1125,100.1,-226.07
898.7,-866.21,-2.93,-364.26
898.8,-886.23,-20.51,-283.2
898.9,-975.59,-117.68,-1252.44
899,-874.51,63.48,-320.8
899.1,-884.77,-74.71,-189.45
899.2,-1079.1,53.71,37.11
899.3,-1013.67,102.54,-515.14
899.4,-935.06,-10.74,-231.45
899.5,-917.48,31.25,-290.04
899.6,-892.09,11.23,-310.06
899.7,-821.29,-67.38,-532.23
899.8,-931.64,-86.43,-612.3
900,-838.38,17.09,-674.32
900.1,-843.26,85.94,-513.67
900.2,-795.41,-82.52,-533.2
900.3,-886.23,-11.72,-399.9
900.4,-914.55,24.41,-413.57
900.5,-1024.41,-32.71,-572.27
900.6,-918.95,37.11,-439.45
900.7,-1074.22,69.82,-359.86
900.8,-893.55,-56.15,-109.86
900.9,-987.3,-44.43,-315.92
901,-954.59,36.62,-379.88
901.1,-827.64,-188.48,-753.42
901.2,-840.33,-147.46,-664.06
901.3,-736.33,109.86,-336.91
901.4,-644.04,23.93,-215.82
901.5,-528.81,-66.89,-381.35
901.6,-569.82,-67.38,-615.72
901.7,-670.9,-90.33,-713.38
901.8,-786.62,-2.44,-510.25
901.9,-1010.74,116.21,-767.09
902,-973.14,91.8,-568.85
902.1,-967.29,134.77,-503.91
902.2,-917.97,152.34,-236.33
902.3,-990.72,37.6,-691.89
902.4,-716.31,-49.32,-566.89
902.5,-991.7,54.2,-501.46
902.6,-785.16,-50.29,-556.64
902.7,-773.93,-56.15,-609.86
902.8,-741.7,-17.58,-735.84
902.9,-754.88,88.38,-447.27
903,-820.31,74.22,-548.83
903.1,-854.98,82.52,-457.52
903.2,-939.94,80.57,-458.01
903.3,-963.38,36.13,-301.76
903.4,-876.46,-43.95,-452.15
903.5,-874.02,-8.79,-624.02
903.6,-884.77,-1.46,-463.38
903.7,-920.9,0.49,-472.17
903.8,-910.64,52.73,-363.77
903.9,-898.44,-24.9,-335.94
904,-854,-29.3,-282.71
904.1,-833.98,-50.78,-317.38
904.2,-762.21,-45.41,-441.41
904.3,-859.38,34.67,-631.35
904.4,-883.3,53.22,-543.46
904.5,-960.94,46.39,-434.08
904.6,-956.05,62.99,-320.8
904.7,-935.06,7.32,-357.91
904.8,-890.63,-33.2,-379.39
904.9,-913.09,-44.92,-361.82
905,-844.73,-66.41,-464.84
905.1,-854.98,40.04,-448.73
905.2,-861.82,17.09,-221.68
905.3,-990.72,-34.18,-273.44
905.4,-985.35,-101.56,-465.82
905.5,-990.72,-119.14,-456.05
905.6,-921.39,-116.21,-505.86
905.7,-957.03,-95.7,-396
905.8,-1003.42,-13.67,-331.54
905.9,-931.64,50.78,-399.9
906,-817.38,-29.3,-381.35
906.1,-837.4,-3.91,-300.78
906.3,-965.82,-38.57,-668.46
906.4,-888.18,-51.76,-451.66
906.5,-1036.62,84.96,-268.07
906.6,-992.68,34.67,-345.21
906.7,-934.08,-23.44,-332.03
906.8,-891.11,-144.04,-321.29
906.9,-845.21,-165.04,-521.97
907,-894.04,-171.88,-557.62
907.1,-949.22,-107.91,-438.96
907.2,-939.45,-164.06,-348.63
907.3,-964.36,-270.02,-390.63
907.4,-933.11,-217.77,-418.95
907.5,-897.46,-353.03,-404.79
907.6,-933.11,-71.29,-410.16
907.8,-900.88,-184.08,-374.02
907.9,-899.9,-65.43,-381.84
908,-954.59,-81.05,-397.46
908.1,-902.34,-124.02,-279.3
908.2,-942.38,-70.31,-398.44
908.3,-935.55,-71.78,-360.35
908.4,-940.92,-67.87,-257.32
908.5,-929.2,-101.56,-360.84
908.6,-935.06,-107.42,-381.35
908.7,-970.21,-114.75,-421.39
908.8,-960.94,-85.94,-360.35
908.9,-959.47,-75.68,-392.09
909,-959.96,-99.61,-352.54
909.1,-949.22,-64.45,-244.63
909.2,-969.73,-79.59,-257.32
909.3,-921.39,4.88,83.01
909.4,-979.49,-16.6,-252.44
909.5,-954.1,-36.13,-309.57
909.6,-964.84,-15.14,-250.49
909.8,-990.23,-5.86,-252.44
909.9,-958.01,-9.77,-231.93
910,-926.27,33.2,-334.47
910.1,-915.04,28.32,-308.11
910.2,-945.8,26.86,-284.67
910.3,-940.43,36.62,-206.05
910.4,-904.3,-20.02,-271.48
910.5,-896,11.72,-236.33
910.6,-1064.45,-0.49,-206.54
910.7,-1052.73,-15.63,-206.54
910.8,-987.79,-8.3,-145.51
910.9,-900.88,-22.95,-181.64
911,-857.91,35.64,-173.83
911.1,-899.41,62.99,-194.34
911.2,-940.43,115.72,-324.71
911.3,-933.11,104.49,-117.68
911.4,-933.59,41.5,-25.88
911.5,-1010.25,77.15,-113.28
911.6,-1027.83,96.19,-88.87
911.7,-1034.67,23.44,-78.13
911.8,-1031.25,98.63,-109.38
911.9,-995.61,199.22,-125
912,-1023.44,83.98,-213.87
912.1,-1001.95,153.81,-138.67
912.2,-977.05,116.7,-186.52
912.3,-1032.71,54.69,-105.96
912.4,-1039.06,-113.77,-215.82
912.5,-1034.18,65.43,182.13
912.6,-944.34,-47.36,-66.89
