time,aX,aY,aZ
912.7,-1089.84,34.18,2.93
912.8,-1389.16,170.41,-135.25
912.9,-1135.74,311.52,65.43
913,-1260.25,338.38,-3.42
913.1,-1347.17,144.04,136.72
913.2,-1054.69,68.36,-465.33
913.3,-838.87,-119.63,316.89
913.4,-865.72,146.97,-260.74
913.5,-938.96,192.38,-104.98
913.6,-1117.19,57.13,-213.38
913.7,-1131.35,8.79,-337.89
913.8,-1197.75,31.25,237.79
913.9,-712.4,-46.39,-384.77
914,-939.94,-26.37,-514.65
914.1,-888.18,137.21,129.88
914.2,-854.98,-101.07,-323.24
914.3,-852.05,-24.41,-197.27
914.4,-952.64,-146.97,-503.42
914.5,-453.61,319.34,-173.83
914.6,-1061.04,-80.57,-633.79
914.7,-1043.46,-142.09,-424.8
914.8,-964.84,-199.71,-530.76
914.9,-957.52,-208.98,-365.72
915,-907.71,-87.4,-142.09
915.1,-959.47,-128.91,-237.3
915.2,-988.77,-83.01,-324.71
915.3,-879.88,78.13,-439.94
915.4,-1000.49,-47.85,-650.39
915.5,-971.68,-37.6,-447.75
915.6,-916.99,-76.17,-455.57
915.7,-910.64,-21,-416.02
915.8,-901.37,23.93,-222.17
915.9,-940.92,-77.64,-491.21
916,-917.97,-79.1,-434.08
916.1,-973.14,-82.03,-409.18
916.2,-1073.24,-58.59,-617.19
916.3,-836.91,-36.13,-293.95
916.4,-845.21,-110.84,-422.36
916.5,-842.29,-157.71,-531.25
916.6,-929.2,-110.35,-494.63
916.7,-1046.39,-80.08,-426.76
916.8,-1062.99,-47.85,-416.99
916.9,-945.8,-35.64,-373.54
917,-864.26,-85.94,-354.49
917.1,-981.93,-125.49,-467.29
917.2,-803.71,-202.64,-476.07
917.3,-936.04,-180.66,-550.78
917.4,-919.43,-129.39,-444.34
917.5,-931.64,-130.86,-332.52
917.6,-982.91,-116.7,-340.82
917.7,-983.89,-187.99,-474.61
917.8,-891.6,-99.12,-229
917.9,-890.63,-35.16,-354
918,-803.71,-63.96,-326.17
918.1,-797.85,-14.16,-351.56
918.2,-956.05,16.11,-390.63
918.3,-908.69,-37.6,-290.04
918.4,-1009.28,55.18,-331.05
918.5,-934.57,-13.67,-529.3
918.6,-826.66,75.68,-299.32
918.7,-817.87,407.23,660.16
918.8,-731.93,172.36,-427.73
918.9,-790.04,188.48,-634.77
919,-854,85.94,-896.48
919.1,-865.23,75.68,-544.92
919.2,-902.83,-19.04,-244.14
919.3,-1144.04,-131.35,-629.39
919.4,-1048.34,-52.73,-152.83
919.5,-926.76,-51.76,-599.61
919.6,-832.52,-76.66,-512.21
919.7,-902.83,73.24,-452.15
919.8,-1124.02,133.3,-305.18
919.9,-956.54,-49.8,-448.24
920,-864.26,-28.81,-547.85
920.1,-746.09,94.73,-444.82
920.2,-759.77,119.14,-509.28
920.3,-903.81,-358.4,-209.47
920.5,-884.77,76.66,-462.89
920.6,-612.79,162.6,-2135.74
920.7,-916.99,-59.08,-279.3
920.8,-889.16,-21.97,-331.05
920.9,-879.39,-96.68,-541.99
921,-791.5,-151.37,-482.91
921.1,-858.4,-65.92,-511.72
921.2,-827.15,-144.04,-685.55
921.3,-887.7,-143.55,-571.29
921.4,-920.41,-57.13,-579.59
921.5,-979.98,-42.97,-367.68
921.6,-918.46,48.34,-318.36
921.7,-994.63,-190.92,-515.63
921.8,-873.05,-125,-474.12
921.9,-878.91,-175.78,-597.66
922,-826.66,-196.29,-715.82
922.1,-926.27,-31.25,-345.7
922.2,-858.4,-179.2,-472.66
922.3,-871.09,-118.16,-430.66
922.4,-872.56,-73.24,-296.39
922.5,-964.84,1.46,-245.61
922.7,-926.76,-89.84,-217.77
922.8,-893.55,-181.15,-533.69
922.9,-848.14,-180.18,-698.24
923,-790.53,-104.49,-595.7
923.1,-859.86,68.85,-455.57
923.2,-951.17,83.01,-133.3
923.3,-982.91,24.41,-231.93
923.4,-887.7,-51.27,-417.48
923.5,-835.45,63.48,-291.99
923.6,-895.51,50.78,-397.46
923.7,-855.47,17.58,-416.99
923.8,-779.79,-88.87,-399.9
923.9,-876.46,42.97,-282.71
924,-1003.42,-83.01,-745.12
924.1,-893.55,-65.92,-682.62
924.2,-889.65,-23.44,-664.55
924.3,-898.44,18.55,-524.9
924.4,-836.91,-96.68,-556.15
924.5,-892.58,-18.55,-814.45
924.6,-860.84,-83.98,-737.3
924.7,-882.81,9.77,-334.96
924.8,-913.09,65.92,-405.76
925,-945.8,89.84,-550.29
925.1,-829.59,35.16,-598.63
925.2,-799.32,170.41,-296.39
925.3,-728.03,15.14,-561.04
925.4,-715.82,-68.36,-748.05
925.5,-718.26,-21.97,-727.54
925.6,-713.87,-32.71,-760.25
925.7,-802.73,166.99,-611.82
925.8,-823.73,126.46,-502.44
925.9,-814.94,52.25,-609.38
926,-826.17,8.3,-568.36
926.1,-745.61,-65.43,-651.86
926.2,-841.31,-17.09,-724.61
926.3,-828.13,-56.15,-679.2
926.4,-1014.65,-94.73,-696.78
926.5,-919.92,-208.5,-752.44
926.6,-1034.67,-107.42,-634.77
926.7,-848.63,-213.38,-504.88
926.8,-685.06,-192.38,-483.4
926.9,-692.87,-455.57,-1306.15
927,-641.11,-232.91,-718.75
927.1,-756.84,-141.11,-463.87
927.2,-837.89,-217.77,-860.84
927.3,-715.33,-217.29,-883.3
927.4,-629.39,-208.98,-570.8
927.5,-445.31,-160.64,-458.98
927.6,-552.73,-130.86,-576.66
927.7,-689.45,-92.29,-779.3
927.8,-719.24,-62.01,-626.46
927.9,-566.41,-78.61,-503.91
928,-539.06,-93.75,-682.62
928.1,-695.8,-85.94,-920.41
928.2,-832.52,-45.41,-691.41
928.3,-783.69,40.04,-828.13
928.4,-837.4,61.04,-749.51
928.5,-697.27,71.78,-274.41
928.6,-869.63,39.06,-797.85
928.7,-548.83,169.43,-274.9
928.9,-749.02,30.27,-426.76
929,-825.68,-28.32,-670.9
929.1,-924.8,261.72,-436.04
929.2,-777.83,-67.38,-668.95
929.3,-830.08,-18.07,-646
929.4,-759.77,73.24,-343.75
929.5,-849.61,30.76,-764.65
929.6,-801.76,51.27,-554.2
929.7,-755.86,234.38,-286.62
929.8,-920.41,71.78,-523.44
929.9,-1019.53,69.34,-291.99
930,-1007.81,-92.29,-618.16
930.1,-1100.1,-75.2,-684.08
930.2,-942.87,-150.88,-606.93
930.3,-873.54,-158.69,-625
930.4,-885.74,-220.21,-684.57
930.5,-916.99,-193.36,-752.93
930.6,-875.98,128.42,-283.69
930.7,-883.79,115.72,-379.39
930.8,-919.43,164.55,-155.76
930.9,-933.11,-26.86,-363.77
931,-943.85,-80.08,-624.02
931.1,-951.66,-83.01,-508.3
931.2,-1028.32,-115.72,-451.66
931.3,-1011.23,-92.29,-623.54
931.4,-967.29,-82.03,-648.44
931.5,-927.73,44.43,-472.66
931.6,-881.35,90.33,-353.03
931.7,-895.51,27.34,-202.15
931.8,-947.27,-15.63,-556.15
931.9,-1077.15,68.36,-606.45
932,-1205.57,-203.61,484.38
932.1,-967.29,261.23,128.42
932.2,-1028.81,73.73,-628.91
932.3,-1035.64,95.21,-447.75
932.4,-859.86,98.63,-362.79
932.5,-790.53,123.05,-322.27
932.6,-853.52,142.09,-259.28
932.7,-890.14,87.4,-223.63
932.8,-955.57,50.29,-253.91
932.9,-1038.57,122.56,-99.12
933,-972.17,64.45,-139.16
933.1,-1012.21,28.32,-243.16
933.2,-946.29,14.65,-287.6
933.3,-976.07,-52.73,-250.98
933.4,-949.71,-121.09,-261.72
933.5,-888.18,-110.84,-200.68
933.6,-1002.93,-173.34,-366.7
933.7,-994.63,-125,-396
933.8,-991.7,-280.76,-293.46
933.9,-974.61,-285.64,-327.64
934,-937.01,-191.89,-304.2
934.1,-903.81,-297.36,-515.63
934.2,-942.38,-335.94,-411.62
934.3,-841.31,-347.66,-610.84
934.4,-828.61,-284.18,-463.87
934.5,-827.64,-160.64,-574.22
934.6,-858.89,-120.12,-432.13
934.7,-923.83,53.22,-365.23
934.8,-957.03,-19.53,-604.98
934.9,-779.79,-70.8,-583.01
935,-1112.79,-18.07,-649.9
935.1,-279.79,-209.96,-102.54
935.2,-412.11,-86.43,-602.05
935.3,-868.16,54.69,-56.15
935.4,-1217.77,119.63,-649.41
935.5,-956.54,-67.38,-710.94
935.6,-868.65,20.51,-442.87
935.7,-1013.18,-96.19,-456.54
935.8,-1125,-4.88,-247.07
935.9,-956.05,243.65,-63.96
936,-858.4,30.76,-131.35
936.1,-845.21,70.31,-298.34
936.2,-733.89,197.75,478.03
936.3,-801.27,75.2,-247.07
936.4,-776.37,194.34,-201.66
936.5,-899.9,48.34,-556.15
936.6,-773.44,-182.62,-870.12
936.7,-844.73,-14.65,-791.02
936.8,-964.84,28.32,-691.41
936.9,-908.2,24.41,-579.59
937,-926.27,31.25,-651.86
937.1,-923.83,-39.55,-623.54
937.2,-809.57,-43.46,-431.64
937.3,-726.56,-187.99,-454.59
937.4,-775.88,-336.43,-821.78
937.5,-919.92,-67.87,-753.42
937.6,-1064.45,-36.13,-658.69
937.7,-936.04,31.25,-604.49
937.8,-835.94,-117.68,-742.19
937.9,-668.95,122.07,-366.7
938,-461.91,-112.79,396.48
938.1,-520.51,-215.82,-1116.7
938.2,-551.76,536.62,-406.74
938.3,-583.98,84.47,-592.77
938.4,-668.95,19.53,-830.57
938.5,-828.61,134.28,-882.32
938.6,-764.16,-4.39,-519.04
938.7,-755.37,14.16,-543.46
938.8,-711.43,-67.38,-573.24
938.9,-697.75,-58.11,-836.91
939,-660.16,-41.99,-628.91
939.1,-660.64,-92.29,-644.04
939.3,-971.19,-129.88,-1191.89
939.4,-930.66,-41.99,-1313.48
939.5,-807.62,-120.12,-818.36
939.6,-833.01,-31.25,-742.19
939.7,-888.18,-38.09,-747.56
939.8,-688.96,-108.4,-681.64
939.9,-759.77,-157.71,-1030.27
940,-904.79,-175.78,-932.62
940.1,-895.51,123.05,-458.01
940.2,-762.7,-126.95,-676.76
940.3,-528.32,-13.67,-682.62
940.4,-395.51,-185.55,-747.07
940.5,-316.41,50.29,-679.69
940.6,-763.67,-416.99,-1637.7
940.7,-916.02,-148.44,-1471.68
940.8,-573.24,-50.78,33.69
940.9,-782.71,168.46,-726.56
941,-762.7,81.54,-660.64
941.1,-736.82,-11.23,-860.35
941.2,-664.55,-32.71,-693.85
941.3,-582.03,-168.46,-823.73
941.4,-596.19,-120.61,-884.28
941.6,-745.12,-252.44,-1947.27
941.7,-932.13,69.34,-901.37
941.8,-687.5,-30.27,-1105.47
941.9,-643.55,-79.59,-680.66
942,-735.84,-273.93,-990.23
942.1,-629.88,11.23,-744.63
942.2,-655.27,-116.21,-719.73
942.3,-693.36,124.02,-669.43
942.4,-689.45,-45.41,-677.73
942.5,-590.33,14.16,-649.9
942.6,-1157.23,298.83,220.21
942.7,-1094.73,-467.29,-2791.99
942.8,-721.68,86.91,-1150.88
942.9,-411.62,579.1,1478.03
943,-531.74,172.85,-2316.89
943.1,-896.48,-146.48,-1397.46
943.2,-896.48,174.32,-613.77
943.3,-676.76,18.55,-755.37
943.4,-592.29,-253.91,-1291.99
943.5,-531.25,-166.5,-1127.93
943.6,-733.4,-57.13,-928.71
943.7,-573.73,-151.37,-742.68
943.8,-606.45,-360.84,-1313.96
943.9,-594.73,-71.29,-801.76
944,-666.02,-68.36,-898.44
944.1,-687.5,-98.63,-947.27
944.2,-722.17,-88.87,-1083.01
944.3,-800.78,-35.64,-643.07
944.4,-548.34,-280.76,-578.61
944.5,-713.87,-131.35,-761.23
944.6,-714.84,-67.87,-736.33
944.7,-731.93,52.73,-820.31
944.8,-662.6,185.06,-1259.77
944.9,-700.2,18.55,-811.04
945,-747.07,4.88,-774.9
945.1,-769.53,-152.34,-1070.8
945.2,-639.16,310.55,-1285.16
945.3,82.52,331.54,1722.17
945.4,-599.61,52.25,-173.34
945.5,-664.06,-265.63,-1963.87
945.6,-142.58,-735.84,-1406.25
945.7,-381.35,-119.14,-270.02
945.8,-708.98,-14.65,-467.29
945.9,-677.73,194.34,-594.73
946,-633.3,92.77,-884.28
946.1,-589.84,105.96,-680.66
946.2,-758.79,-25.88,-994.14
946.3,-733.4,142.58,244.63
946.4,-552.25,31.74,-782.71
946.5,-656.25,-189.94,-1004.39
946.6,-1108.89,-115.23,-1119.63
946.7,-830.57,-54.69,-359.38
946.8,-666.5,-15.63,-1179.69
946.9,-379.39,-238.28,-557.13
947,-628.42,-291.99,-861.82
947.1,-620.61,-271,-868.65
947.2,-858.4,-169.92,-834.96
947.3,-871.09,8.79,-878.91
947.4,-835.45,-342.77,-868.16
947.5,-647.95,-272.46,-1041.5
947.6,-531.74,-160.16,-609.38
947.7,-675.29,-58.59,-848.63
947.8,-923.34,-77.15,-733.89
947.9,-884.77,-141.11,-1333.98
948,-774.9,-126.95,-1123.54
948.1,-668.46,212.89,-615.72
948.2,-905.76,191.41,-371.09
948.3,-971.68,162.11,-590.33
948.4,-910.64,166.99,-557.62
948.5,-726.07,161.13,-255.37
948.6,-500.49,64.45,-115.72
948.7,-568.36,56.64,-208.5
948.8,-1030.76,-62.99,-1144.53
948.9,-1003.42,-132.81,-846.19
949,-787.11,58.11,-609.38
949.1,-721.68,-57.13,-637.21
949.2,-879.88,-53.71,-529.3
949.3,-806.15,29.79,-465.82
949.4,-797.36,-4.39,-758.3
949.5,-709.96,42.97,-718.26
949.6,-714.36,89.84,-446.78
949.7,-769.04,-204.59,-835.94
949.8,-823.73,138.67,-570.31
949.9,-804.2,-234.38,-265.63
950,-1015.63,-45.9,-542.48
950.1,-942.87,83.98,-1081.05
950.2,-1021.48,49.32,-410.64
950.3,-888.18,48.34,-207.03
950.4,-844.24,-26.86,-431.15
950.6,-1058.59,88.87,-347.66
950.7,-826.66,102.05,-457.03
950.8,-1062.01,116.21,-278.32
950.9,-1122.07,40.53,-605.96
951,-971.19,-28.81,-594.24
951.1,-909.67,-96.68,-721.68
951.2,-781.74,-30.76,-284.67
951.4,-1045.41,5.37,-371.58
951.5,-1006.35,-218.75,-679.2
951.6,-801.27,-12.7,-524.9
951.7,-929.2,134.28,-532.71
951.8,-670.9,-15.63,-327.15
951.9,-1079.1,-152.83,-215.33
952,-1049.32,-202.15,-486.33
952.1,-1068.36,94.73,-422.85
952.2,-744.63,-186.04,-674.8
952.3,-949.71,-23.93,-397.95
952.4,-937.99,4.88,-344.73
952.5,-1007.81,-61.52,-630.37
952.6,-1148.44,-125,-309.08
952.7,-961.91,-0.98,-402.83
952.8,-960.45,-126.95,-458.98
952.9,-840.82,7.81,-171.88
953,-918.95,79.1,-42.97
953.1,-724.12,-92.29,-119.14
953.2,-733.89,-72.27,-248.05
953.3,-827.15,-197.75,-701.17
953.4,-884.28,-21.97,-433.59
953.5,-1139.16,48.83,-366.7
953.6,-1022.95,-8.3,-546.88
953.7,-820.31,-25.39,-300.29
953.8,-833.5,-132.32,-342.29
953.9,-799.8,-49.32,-364.75
954,-974.61,90.33,-555.66
954.1,-910.16,20.02,-400.39
954.2,-833.5,-30.27,-580.08
954.3,-770.02,-72.75,-808.11
954.4,-763.18,8.79,-775.39
954.5,-842.29,106.45,-510.74
954.7,-754.88,-109.38,-719.24
954.8,-802.25,-53.71,-587.89
954.9,-730.96,-64.94,-536.62
955,-770.02,21.97,-559.57
955.2,-734.38,85.94,-429.69
955.3,-706.54,30.76,-565.43
955.4,-577.15,-16.11,-571.29
955.5,-647.46,114.75,-521.97
955.6,-700.2,-152.34,-541.5
955.7,-678.71,-91.31,-330.08
955.8,-716.31,-144.04,-815.92
955.9,-732.91,-42.48,-489.26
956,-791.99,22.95,-418.46
956.1,-730.96,-9.77,-604.49
956.2,-866.7,37.6,-629.88
956.3,-775.88,-26.86,-524.41
956.4,-771.48,34.18,-373.05
956.6,-786.62,-8.79,-544.43
956.7,-754.88,67.38,-390.14
956.8,-834.47,69.34,-634.28
956.9,-811.52,-90.82,-692.38
957,-874.51,-66.89,-674.8
957.1,-979.98,104.49,148.93
957.2,-1165.04,120.61,-352.05
957.3,-871.58,52.73,-208.01
957.4,-910.16,-46.39,-568.36
957.5,-851.07,-16.11,-663.09
957.6,-591.31,-12.21,-478.52
957.7,-711.91,-16.6,-515.63
957.8,-871.58,-89.36,-718.75
957.9,-1004.88,-79.1,-737.79
958,-936.52,-47.36,-869.63
958.1,-1446.29,340.33,950.68
958.2,-1031.25,76.17,-659.18
958.3,-1011.23,69.34,-341.31
958.4,-1039.55,160.64,-487.79
958.6,-992.68,51.27,-406.25
958.7,-990.72,60.55,-713.87
958.8,-857.91,-60.55,-764.16
958.9,-764.16,136.23,-96.68
959,-762.21,69.34,-261.72
959.1,-707.52,138.18,-259.28
959.2,-713.38,144.53,-349.61
959.3,-877.44,48.34,-635.25
959.4,-916.5,-62.5,-801.76
959.5,-715.82,-16.6,-109.38
959.6,-870.12,34.67,-306.64
959.7,-794.92,-5.86,-187.99
959.8,-847.66,-31.25,-343.75
959.9,-854,-101.07,-278.81
960,-867.68,-52.73,-620.12
960.1,-873.54,30.76,-440.43
960.2,-1003.42,-330.08,-250.98
960.3,-1052.25,-316.41,-257.81
960.4,-1089.36,-176.76,-375.49
960.5,-1043.46,-140.14,-345.7
960.6,-978.03,-37.11,-173.34
960.7,-900.39,-206.05,-323.24
960.8,-1020.02,-226.07,-277.83
960.9,-1015.63,-65.43,55.18
961,-1118.16,-104.49,-151.37
961.1,-1118.16,-147.46,-215.82
961.2,-1100.59,-110.35,-41.5
961.3,-1126.46,303.71,-193.85
961.4,-663.57,2.44,-92.77
961.5,-702.64,-15.63,102.05
961.6,-765.14,-54.2,106.93
961.7,-967.77,143.55,114.26
961.8,-1067.38,-280.76,32.71
961.9,-1001.95,218.26,411.13
962,-1041.99,204.59,107.91
962.1,-1126.46,-176.76,431.15
962.2,-1019.04,79.1,223.14
962.3,-1105.96,-52.73,399.9
962.4,-1140.63,-137.7,394.53
962.5,-1064.94,-243.16,605.47
962.6,-1128.91,-267.58,379.88
962.7,-1119.14,-92.29,329.1
962.8,-1000.49,3.91,371.58
962.9,-843.26,-34.67,214.36
963,-829.59,-50.29,359.86
963.1,-932.62,5.86,341.31
963.2,-1021.97,-53.22,384.28
963.3,-1049.8,-13.18,431.15
963.4,-1049.32,-33.69,440.92
963.5,-1009.77,9.28,433.59
963.6,-939.94,-9.28,319.82
963.7,-852.05,-5.86,277.83
963.8,-858.4,89.84,376.46
963.9,-730.96,-53.71,556.15
964,-891.11,-175.29,222.66
964.1,-1030.76,-6.84,-70.31
964.2,-933.11,-13.18,245.61
964.3,-913.57,6.35,197.75
964.5,-949.71,-18.07,461.91
964.6,-1073.73,-63.96,520.51
964.7,-969.73,-44.92,475.1
964.8,-839.36,-39.06,389.65
964.9,-880.86,-76.66,458.5
965,-979.98,5.37,394.53
965.1,-1147.95,87.89,679.2
965.2,-1027.83,-32.71,526.37
965.3,-1071.29,-22.46,320.8
965.4,-947.27,-13.18,394.04
965.5,-939.45,58.59,-43.46
965.6,-1013.18,-67.87,-117.68
965.7,-968.26,46.39,92.77
965.8,-811.04,14.16,-119.14
966,-903.32,448.24,989.75
966.1,-1001.95,152.34,562.5
966.2,-1069.82,183.59,240.23
966.3,-1154.79,198.24,119.14
966.4,-928.22,-38.57,-101.07
966.5,-936.04,-41.99,-5.37
966.6,-1075.2,-103.03,-225.59
966.7,-1158.69,-80.57,109.38
966.8,-1155.76,-106.45,-3.42
966.9,-1007.81,-109.86,-126.46
967,-1083.98,-165.53,-454.59
967.1,-1007.32,-21.48,-272.46
967.2,-893.07,-89.84,-475.59
967.3,-923.34,183.59,161.13
967.4,-1041.02,75.68,206.54
967.5,-1041.99,85.94,35.16
967.6,-1031.25,101.07,627.93
967.7,-1056.15,334.47,17.09
967.8,-959.47,127.93,-7.32
967.9,-1000.49,-4.88,-208.01
968,-1036.13,38.09,-92.29
968.1,-1063.96,4.39,-326.17
968.2,-1089.84,-90.33,-294.92
968.3,-1040.53,6.84,-376.46
968.4,-999.51,81.54,-440.92
968.5,-846.68,123.05,11.72
968.6,-990.72,94.73,-223.63
968.7,-956.05,34.67,-153.32
968.8,-894.53,-33.2,-187.99
968.9,-983.89,-90.33,-404.79
969,-864.26,-10.25,-347.17
969.1,-893.07,112.3,-541.02
969.2,-931.15,-118.16,-737.79
969.3,-689.94,-97.66,104
969.4,-926.27,-0.98,-132.32
969.5,-765.14,-96.68,407.71
969.6,-1008.79,65.92,-222.66
969.7,-981.45,-160.64,-557.62
969.8,-886.72,-101.56,-481.93
969.9,-768.07,46.88,-330.57
970,-857.42,-248.54,-543.46
970.1,-833.98,27.34,-239.75
970.2,-860.35,-196.78,-753.91
970.3,-1027.83,71.29,301.76
970.4,-954.1,51.76,-294.43
970.5,-1088.38,-58.11,-742.19
970.6,-1046.88,1.95,-637.7
970.7,-933.59,-11.23,-1421.39
970.8,-871.09,16.11,-887.21
970.9,-751.95,83.01,-759.28
971,-811.52,-29.79,-640.14
971.1,-886.72,-167.97,-692.38
971.2,-859.38,-28.32,-346.68
971.3,-848.63,-10.74,-484.86
971.4,-743.16,-117.68,-660.16
971.5,-837.89,-98.14,-627.44
971.6,-873.05,-111.33,-193.36
971.7,-893.07,-96.19,-621.09
971.8,-891.11,19.04,-488.77
971.9,-958.98,-85.45,-641.6
972,-1123.05,10.74,-727.05
972.1,-1108.4,-138.67,-905.27
972.2,-909.18,11.23,-540.53
972.3,-768.55,50.78,-579.59
972.4,-714.84,56.64,-517.58
972.5,-827.15,103.52,-427.73
972.6,-823.24,63.96,-701.17
972.7,-907.23,94.24,-593.26
972.8,-963.87,35.16,-433.11
972.9,-843.26,131.35,-383.3
973,-874.02,-25.39,-679.2
973.1,-643.07,372.07,-1124.51
973.2,-804.2,237.79,379.39
973.3,-511.23,-104,802.73
973.4,-767.09,263.67,20.02
973.5,-1147.46,505.37,967.29
973.6,-1088.38,139.16,-396.97
973.7,-1052.25,-428.22,-1731.45
973.8,-1050.29,-238.28,-1968.26
973.9,-763.67,-158.69,-89.84
974,-490.72,-141.6,39.55
974.1,-731.93,7.81,135.25
974.2,-842.77,-326.17,-475.1
974.3,-1149.41,-63.48,-4.39
974.4,-1290.53,-158.2,-598.63
974.5,-591.8,-199.71,-719.73
974.6,-724.12,-78.61,-698.24
974.7,-797.85,-82.52,-90.33
974.8,-1061.52,14.65,-393.55
974.9,-1015.14,-71.78,-112.79
975,-924.8,-41.02,-497.56
975.1,-932.13,135.74,-343.75
975.2,-985.35,164.06,-84.96
975.3,-1019.53,-0.49,-581.54
975.4,-1031.74,180.66,274.41
975.5,-1149.41,-9.77,-218.75
975.6,-906.74,-36.62,49.8
975.7,-1019.04,49.32,-269.53
975.8,-1178.22,-86.43,-101.56
975.9,-1204.59,231.45,-124.51
976,-979.98,210.45,-476.56
976.1,-983.4,-116.21,-83.5
976.3,-1193.36,183.11,-22.95
976.4,-951.66,-45.9,-167.48
976.5,-987.3,10.74,-174.32
976.6,-997.07,-14.65,-156.74
976.7,-937.01,-147.95,-337.4
976.8,-1020.02,-159.18,-75.68
976.9,-1056.64,-129.39,-207.52
977,-1078.61,-146,-103.03
977.1,-1021,-149.41,-158.69
977.2,-984.38,-117.68,-134.28
977.3,-1281.25,9.77,-54.2
977.4,-939.94,-14.65,-248.54
977.5,-1020.51,-102.05,-326.17
977.6,-982.42,19.04,-389.65
977.7,-800.29,120.12,41.5
977.8,-829.1,107.42,-128.91
977.9,-882.32,-14.65,-516.11
978,-949.22,-82.52,-479.49
978.1,-962.4,-78.61,-607.91
978.2,-960.94,-30.27,-511.23
978.3,-933.11,61.04,-202.15
978.4,-1114.26,78.61,-201.17
978.6,-958.98,-94.24,-349.61
978.7,-937.99,-153.81,-415.04
978.8,-1003.42,-141.11,-422.85
978.9,-912.11,-134.28,-528.81
979,-917.48,-74.22,-438.96
979.1,-808.11,-17.58,-382.32
979.2,-839.36,-49.8,-355.47
979.3,-966.31,-100.59,-379.39
979.4,-828.13,-80.57,-389.65
979.6,-823.24,-22.95,-329.1
979.7,-953.13,87.89,-535.16
979.8,-910.64,23.93,-721.68
979.9,-846.68,155.76,-593.26
980,-514.16,21.48,-393.55
980.1,-673.83,70.31,-705.08
980.2,-758.3,19.53,-566.41
980.3,-736.33,-94.24,-659.67
980.4,-778.32,-33.69,-501.95
980.5,-1096.19,4.88,-962.4
980.6,-1065.43,-40.53,-809.57
980.7,-986.82,19.53,-618.65
980.8,-680.18,91.31,-323.73
980.9,-721.19,63.48,-297.85
981,-633.79,46.39,-477.54
981.1,-693.36,-1.46,-246.09
981.2,-719.73,-168.95,-388.18
981.3,-1063.96,-130.86,-566.41
981.4,-1113.28,-50.78,-811.52
981.5,-1062.5,179.2,-229
981.6,-989.26,69.82,-351.56
981.8,-953.13,166.5,-451.17
981.9,-883.79,196.78,-581.05
982,-890.63,141.11,-466.8
982.1,-925.29,153.32,-264.16
982.2,-921.39,25.88,-276.37
982.3,-905.76,-31.74,-206.05
982.4,-923.83,-16.11,-307.62
982.5,-974.61,-167.97,-356.93
982.6,-939.94,-114.26,-683.59
982.7,-1430.18,-760.74,-1552.25
982.8,-1026.86,110.84,-384.28
982.9,-962.4,-58.11,-663.09
983,-1042.97,-26.37,-1180.66
983.2,-940.92,-2.44,-716.8
983.3,-916.02,111.82,-103.52
983.4,-930.18,16.6,-907.71
983.5,-872.07,-104.49,-871.58
983.6,-874.51,-75.68,-928.22
983.7,-808.59,146,184.08
983.9,-775.88,-31.74,-935.55
984,-730.47,70.31,-378.42
984.1,-747.07,95.7,121.58
984.2,-799.32,130.86,306.64
984.3,-787.11,157.23,18.07
984.4,-829.59,69.34,-303.22
984.5,-875.98,82.52,134.77
984.6,-899.9,-129.88,-203.61
984.7,-1016.11,-31.25,87.89
984.8,-1068.36,-190.43,69.82
984.9,-988.28,23.93,-140.63
985.1,-1155.76,-275.39,225.59
985.2,-1109.38,-206.05,-493.65
985.3,-881.84,-67.87,115.23
985.4,-855.96,-52.25,-259.28
985.5,-849.12,-25.39,82.03
985.6,-810.55,-94.24,-138.18
985.7,-912.11,34.67,-157.23
985.8,-984.38,-16.6,164.06
985.9,-1081.54,-107.91,772.46
986,-1006.35,49.8,437.01
986.1,-966.8,16.11,393.07
986.2,-890.63,62.5,135.25
986.3,-947.75,136.23,36.13
986.4,-918.46,-147.95,278.81
986.5,-1141.11,-469.24,352.54
986.6,-1018.07,-60.55,613.77
986.7,-856.93,-201.66,226.56
986.8,-870.61,140.63,442.87
986.9,-943.85,-69.34,591.31
987,-961.91,13.18,174.32
987.1,-960.45,-125,483.4
987.2,-887.21,175.29,124.02
987.3,81.54,-354.49,-878.91
987.4,-956.05,178.22,668.46
987.5,-920.9,-133.3,552.25
987.6,-933.59,-57.62,570.8
987.7,-947.75,23.44,416.99
987.8,-914.55,30.27,345.21
987.9,-858.4,106.93,457.03
988,-990.23,-53.71,489.75
988.1,-1049.8,-8.3,524.9
988.2,-1038.09,15.14,513.18
988.3,-1040.53,1.95,559.57
988.4,-1078.13,58.11,657.23
988.5,-834.47,285.16,583.5
988.6,-861.82,-171.88,902.34
988.7,-968.26,3.42,186.52
988.8,-1131.84,53.71,425.78
988.9,-1145.51,134.77,564.94
989,-1012.7,51.27,683.59
989.1,-1016.11,19.53,242.19
989.3,-1109.38,-59.57,-90.33
989.4,-823.24,103.52,71.29
989.5,-743.65,830.08,999.02
989.6,-886.23,8.79,-190.43
989.7,-1070.8,220.7,416.5
989.8,-990.72,15.63,384.28
989.9,-751.95,-127.93,372.07
990,-961.91,0,134.28
990.1,-943.36,22.46,61.52
990.2,-1056.64,39.06,79.1
990.3,-995.12,-16.11,386.23
990.4,-940.92,109.38,339.36
990.5,-932.13,29.3,260.25
990.6,-967.29,20.51,333.01
990.7,-936.04,1.46,329.59
